age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,numberchildren,remotework,fin
24,No,travel_rarely,556.26,,41,2,Life Sciences,785,41,M,2,2, healthcare representative ,3,Single,"4492,84$",11681.39,1,No,12,"3,0",2,,0,"4,0",2,"2,0",4,,1,2,1999,"4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$",,,Yes,2023
38,No,travel_frequently,548.99,,6,4,,786,1,M,2,2, manufacturing director ,3,Married,"4434,17$",11528.83,2,No,11,"3,0",4,,1,"10,0",1,"3,0",8,,7,7,1985,"4434,17$4434,17$4434,17$4434,17$4434,17$4434,17$4434,17$4434,17$4434,17$4434,17$4434,17$4434,17$",,,No,2023
42,No,,558.17,,18,4,,787,4,M,3,2, research scientist ,1,,,11721.67,6,,17,"3,0",3,Full Time,1,"9,0",3,"2,0",4,,1,2,1981,"54100,00$",,,Yes,2023
41,No,,287.03,,1,3,Life Sciences,788,4,M,3,1, research scientist ,4,,,6027.67,3,No,22,,1,Part Time,1,,3,"3,0",5,,1,0,1982,"27820,00$",,,Yes,2023
25,No,travel_rarely,556.26,,8,2,,789,1,F,3,2, sales executive ,3,,"4492,84$",11681.39,0,Yes,22,"4,0",2,Part Time,1,"6,0",3,"2,0",5,,0,4,1998,"53914,11$",,,Yes,2023
44,No,,290.04,,1,3,Medical,790,2,M,3,1, research scientist ,4,Single,,6090.75,6,Yes,12,"3,0",3,Part Time,0,"6,0",2,"3,0",4,,1,2,1979,"28111,13$",,,Yes,2023
50,Yes,,556.26,,1,4,,791,2,M,3,2, sales executive ,3,,"4492,84$",11681.39,7,No,12,"3,0",4,Part Time,2,"12,0",3,,6,,0,1,1973,"53914,11$",,,Yes,2023
36,No,,556.26, Sales ,11,4,Marketing,792,2,F,2,2, sales executive ,4,Married,"4492,84$",11681.39,4,No,13,"3,0",1,Part Time,1,"8,0",2,"2,0",6,,0,0,1987,"53914,11$", sALEs exECuTiVe  -  Sales ,,No,2023
45,No,,500.4,,20,3,,793,4,F,3,2, sales executive ,3,,,10508.33,8,No,15,"3,0",3,Part Time,0,,3,"3,0",5,,0,1,1978,"48500,00$",,,Yes,2023
40,No,,206.45,,2,4,,794,3,F,3,1, research scientist ,3,Married,"1667,50$",4335.5,2,,14,"3,0",2,,3,"20,0",2,"3,0",5,,0,2,1983,"1667,50$1667,50$1667,50$1667,50$1667,50$1667,50$1667,50$1667,50$1667,50$1667,50$1667,50$1667,50$",,,Yes,2023
35,No,travel_rarely,290.04,,1,4,,795,3,F,1,1, research scientist ,4,Married,"2342,59$",6090.75,1,No,12,"3,0",4,Part Time,1,"4,0",5,"3,0",4,,1,1,1988,"28111,13$",,,Yes,2023
29,No,travel_rarely,556.26,,13,2,Other,796,4,M,2,2, laboratory technician ,2,,"4492,84$",11681.39,4,,13,"3,0",1,Part Time,1,"10,0",2,"3,0",4,,0,3,1994,"53914,11$",,,No,2023
34,No,,454.38,,8,3,,797,2,M,4,2, laboratory technician ,3,,"3670,00$",9542.0,2,No,12,"3,0",1,,0,,3,"4,0",4,,1,2,1989,"3670,00$3670,00$3670,00$3670,00$3670,00$3670,00$3670,00$3670,00$3670,00$3670,00$3670,00$3670,00$",,,Yes,2023
27,No,travel_rarely,290.04,,2,1,,798,1,M,3,1, laboratory technician ,2,Married,"2342,59$",6090.75,9,No,12,"3,0",4,Part Time,1,"6,0",3,"3,0",2,,2,2,1996,"28111,13$",,,No,2023
31,No,,290.04, Research & Development ,26,1,,799,1,M,3,1, research scientist ,3,Divorced,,6090.75,1,,17,"3,0",4,Part Time,1,"5,0",1,"2,0",5,,4,3,1992,"28111,13$", rEseArCh SCieNtiST  -  Research & Development ,,Yes,2023
34,No,travel_rarely,290.04,,38,2,,800,2,M,3,1, laboratory technician ,4,Divorced,"2342,59$",6090.75,0,,11,"3,0",3,,1,"3,0",2,"3,0",2,,1,2,1989,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$",,,Yes,2023
28,Yes,travel_rarely,290.04, Research & Development ,24,3,Life Sciences,801,3,M,2,1, laboratory technician ,3,Single,,6090.75,5,Yes,14,"3,0",2,Part Time,0,"6,0",4,"3,0",4,,0,3,1995,"28111,13$", lABoRAtoRY TecHnIcian  -  Research & Development ,,Yes,2023
32,No,travel_rarely,290.04,,5,2,,802,1,M,4,1, research scientist ,2,Divorced,"2342,59$",6090.75,0,Yes,12,"3,0",4,Part Time,2,"7,0",5,"2,0",6,,0,5,1991,"28111,13$",,,Yes,2023
38,No,,406.92, Research & Development ,2,3,Life Sciences,803,4,M,3,1, research scientist ,4,Single,"3286,67$",8545.33,5,Yes,11,"3,0",3,Full Time,0,"6,0",3,"3,0",3,,1,2,1985,"39440,00$", researcH SciEntIST  -  Research & Development ,,Yes,2023
24,No,,556.26,,11,2,,804,1,F,4,2, manufacturing director ,3,,,11681.39,0,No,18,"3,0",4,Part Time,1,"5,0",5,"2,0",4,,1,3,1999,"53914,11$",,,Yes,2023
34,Yes,,305.4,,6,1,,805,2,M,3,1, research scientist ,1,Single,,6413.33,2,No,11,"3,0",3,Full Time,0,,2,"3,0",4,,1,3,1989,"29600,00$",,,Yes,2023
32,Yes,travel_frequently,290.04, Research & Development ,16,1,,806,2,F,1,1, research scientist ,1,,,6090.75,1,,22,,2,Part Time,0,,5,"3,0",10,,6,7,1991,"28111,13$", REseARCH ScIeNTIST  -  Research & Development ,,No,2023
46,No,travel_rarely,1954.85,,2,4,Marketing,807,2,F,3,5, manager ,1,Single,"15789,17$",41051.83,3,,12,"3,0",4,Full Time,0,"22,0",2,"2,0",2,,2,1,1977,"189470,00$",,,No,2023
44,No,,667.02,,10,4,Other,808,4,M,3,2, healthcare representative ,4,Married,,14007.5,2,,13,"3,0",4,Full Time,0,,5,"4,0",4,,1,3,1979,"64650,00$",,,No,2023
50,Yes,travel_rarely,276.82,,3,2,,809,1,M,2,1, sales representative ,3,Married,,5813.17,1,,14,"3,0",3,Part Time,0,"3,0",2,"3,0",3,,0,2,1973,"26830,00$",,,Yes,2023
35,No,,207.79,,2,3,Marketing,810,4,F,3,1, sales representative ,4,Married,"1678,33$",4363.67,1,No,13,"3,0",1,Part Time,0,"2,0",3,"3,0",2,,2,2,1988,"20140,00$",,,Yes,2023
28,Yes,,355.02,,5,4,,811,3,M,3,1, laboratory technician ,3,Single,,7455.5,1,Yes,13,,3,,0,"2,0",3,"2,0",2,,2,2,1995,"34410,00$",,,Yes,2023
26,No,,556.26,,22,3,,812,22,F,2,2, sales executive ,4,Married,"4492,84$",11681.39,7,Yes,19,"3,0",3,Part Time,1,"5,0",2,"2,0",2,,0,0,1997,"53914,11$",,,No,2023
35,No,travel_rarely,290.04,,31,4,,813,3,F,3,1, laboratory technician ,1,,,6090.75,3,Yes,15,,3,Part Time,1,"4,0",3,"3,0",2,,2,2,1988,"28111,13$",,,No,2023
35,No,,290.04,,31,3,Medical,814,2,M,3,1, research scientist ,1,Married,"2342,59$",6090.75,4,No,13,"3,0",4,,1,"5,0",2,"2,0",3,,1,2,1988,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$",,,Yes,2023
37,No,travel_rarely,1409.78,,20,4,Medical,815,1,M,3,3, research director ,3,,"11386,67$",29605.33,4,,13,,1,Full Time,0,,3,"4,0",5,,0,2,1986,"136640,00$",,,Yes,2023
46,No,travel_rarely,518.04,,38,2,Medical,816,38,M,3,2, human resources ,2,Divorced,"4184,17$",10878.83,8,Yes,22,"4,0",4,Part Time,1,,2,"3,0",4,,0,2,1977,"50210,00$",,,Yes,2023
34,No,travel_rarely,556.26,,1,2,Medical,817,1,M,3,2, manufacturing director ,2,Married,"4492,84$",11681.39,1,No,15,"3,0",3,Part Time,0,,2,"3,0",5,,1,3,1989,"53914,11$",,,Yes,2023
51,No,travel_rarely,290.04,,9,4,,818,4,M,3,1, laboratory technician ,4,,,6090.75,3,,23,"4,0",2,Part Time,2,"10,0",4,"3,0",4,,0,3,1972,"28111,13$",,,Yes,2023
24,No,travel_rarely,556.26, Sales ,3,2,Other,819,1,F,3,2, sales executive ,3,Married,"4492,84$",11681.39,0,No,21,"4,0",1,Part Time,1,"4,0",2,"2,0",3,,0,2,1999,"53914,11$", sAles ExecUtive  -  Sales ,,Yes,2023
44,No,,556.26,,23,3,,820,2,M,3,2, laboratory technician ,2,Married,"4492,84$",11681.39,4,,12,"3,0",3,Part Time,1,,3,"4,0",3,,1,2,1979,"53914,11$",,,Yes,2023
37,Yes,travel_rarely,290.04,,6,4,Human Resources,821,3,M,3,1, human resources ,1,Divorced,"2342,59$",6090.75,4,,22,"4,0",4,,0,,3,"3,0",3,,0,2,1986,"28111,13$",,,Yes,2023
59,No,non-travel,1944.22,,2,4,Human Resources,822,3,F,2,5, manager ,4,,,40828.67,9,No,21,"4,0",4,Full Time,1,,3,"3,0",3,,2,2,1964,"188440,00$",,,No,2023
25,No,,290.04,,7,1,,823,4,M,2,1, research scientist ,4,Married,"2342,59$",6090.75,1,No,11,"3,0",3,Part Time,2,,2,,2,,2,1,1998,"28111,13$",,,Yes,2023
43,No,,488.94,,26,3,Medical,824,2,F,4,1, research scientist ,3,Single,"3949,17$",10267.83,4,,12,"3,0",4,,0,,2,"3,0",3,,1,2,1980,"3949,17$3949,17$3949,17$3949,17$3949,17$3949,17$3949,17$3949,17$3949,17$3949,17$3949,17$3949,17$",,,Yes,2023
50,No,travel_frequently,1032.49,,12,3,,825,3,F,3,3, sales executive ,4,Single,"8339,32$",21682.23,4,No,11,"3,0",4,Part Time,0,"16,0",3,,2,,2,1,1973,"100071,84$",,,No,2023
31,Yes,travel_rarely,556.26,,20,3,,826,2,F,1,2, sales executive ,3,,"4492,84$",11681.39,3,Yes,11,"3,0",3,Part Time,1,"4,0",2,"3,0",2,,2,2,1992,"53914,11$",,,Yes,2023
36,No,,556.26, Research & Development ,6,2,Medical,827,2,M,3,2, manufacturing director ,2,Divorced,,11681.39,6,No,20,"4,0",4,Part Time,2,"7,0",0,"3,0",3,,0,1,1987,"53914,11$", mAnUfaCTuRing DiRecTor  -  Research & Development ,,No,2023
51,Yes,travel_frequently,1098.81,,16,4,,828,1,M,1,3, manufacturing director ,4,,,23075.0,2,,15,"3,0",4,Full Time,0,"18,0",2,"3,0",4,,0,3,1972,"106500,00$",,,No,2023
25,No,,556.26, Sales ,28,3,Life Sciences,829,1,M,2,2, sales executive ,3,,,11681.39,2,,18,"3,0",4,Part Time,0,,3,"3,0",2,,2,2,1998,"53914,11$", SaLes exEcUtIvE  -  Sales ,,No,2023
38,No,travel_rarely,445.4,,3,5,Technical Degree,830,4,F,3,2, research scientist ,3,,"3597,50$",9353.5,3,Yes,20,"4,0",2,,0,"19,0",2,,3,,2,2,1985,"43170,00$",,,No,2023
30,No,travel_rarely,290.04, Research & Development ,5,3,Technical Degree,831,4,F,3,1, research scientist ,1,Divorced,"2342,59$",6090.75,5,No,14,,4,Part Time,1,"8,0",3,"3,0",3,,2,2,1993,"28111,13$", ReseArCH scIenTIst  -  Research & Development ,,Yes,2023
22,No,,290.04,,36,1,Medical,832,36,M,3,1, research scientist ,4,Married,"2342,59$",6090.75,1,No,24,"4,0",1,,2,"2,0",6,"3,0",2,,2,2,2001,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$",,,Yes,2023
27,No,non-travel,208.83, Research & Development ,9,3,Medical,833,4,M,3,1, research scientist ,2,,"1686,67$",4385.33,6,,18,"3,0",4,Part Time,1,,1,"1,0",2,,2,2,1996,"20240,00$", ReseArch sCienTiST  -  Research & Development ,,Yes,2023
28,No,,290.04, Research & Development ,21,3,Medical,834,3,M,3,1, research scientist ,4,Married,"2342,59$",6090.75,1,No,11,"3,0",3,Part Time,1,"5,0",2,"1,0",5,,0,2,1995,"28111,13$", ReSEarcH SCiEnTISt  -  Research & Development ,,Yes,2023
27,No,,315.51,,17,3,,835,3,M,3,1, research scientist ,2,,,6625.67,0,,16,"3,0",4,Full Time,1,"6,0",3,"2,0",5,,1,1,1996,"30580,00$",,,Yes,2023
56,No,travel_rarely,290.04,,8,3,Life Sciences,836,3,F,3,1, research scientist ,1,Divorced,"2342,59$",6090.75,4,,18,"3,0",3,Part Time,1,,3,,2,,2,2,1967,"28111,13$",,,Yes,2023
38,No,travel_rarely,290.04,,9,2,,837,3,F,3,1, laboratory technician ,4,Single,,6090.75,1,,12,,3,Part Time,0,,3,,2,,2,1,1985,"28111,13$",,,Yes,2023
31,No,travel_rarely,405.37,,12,1,Medical,838,3,F,3,1, research scientist ,4,,"3274,17$",8512.83,8,,23,"4,0",3,Full Time,1,"7,0",0,"3,0",4,,0,2,1992,"39290,00$",,,Yes,2023
34,No,travel_rarely,290.04,,27,2,Medical,839,4,F,3,1, research scientist ,2,,"2342,59$",6090.75,2,No,15,"3,0",4,,0,"9,0",3,"3,0",3,,1,2,1989,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$",,,Yes,2023
50,No,,290.04, Research & Development ,1,3,,840,3,M,2,1, laboratory technician ,3,,"2342,59$",6090.75,2,,15,"3,0",4,Part Time,1,,2,"2,0",3,,0,2,1973,"28111,13$", laBORATORY tECHNiciAN  -  Research & Development ,,No,2023
53,No,,556.26,,13,2,,841,4,F,4,2, manufacturing director ,1,Divorced,"4492,84$",11681.39,1,No,11,"3,0",3,,2,"5,0",3,"3,0",4,"2,0",1,3,1970,"4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$",,,No,2023
35,No,travel_frequently,456.55,,24,3,Medical,842,2,F,3,2, laboratory technician ,2,Single,"3687,50$",9587.5,5,,11,"3,0",4,Part Time,0,,5,"3,0",6,,1,2,1988,"44250,00$",,,Yes,2023
27,No,travel_frequently,556.26,,1,1,,843,3,M,2,2, manufacturing director ,1,Married,"4492,84$",11681.39,5,,19,"3,0",3,Part Time,1,,1,"3,0",2,,2,0,1996,"53914,11$",,,No,2023
40,No,,556.26,,38,2,,844,3,M,3,2, laboratory technician ,4,Married,"4492,84$",11681.39,8,,15,"3,0",3,Part Time,1,,2,"4,0",7,,3,7,1983,"53914,11$",,,Yes,2023
22,No,,240.19,,22,3,Life Sciences,845,22,M,4,1, research scientist ,2,,"1940,00$",5044.0,1,,16,"3,0",1,Part Time,1,"4,0",2,"2,0",4,,2,2,2001,"23280,00$",,,No,2023
40,No,,556.26,,10,5,Life Sciences,846,4,M,2,2, healthcare representative ,4,,"4492,84$",11681.39,9,No,14,"3,0",4,Part Time,1,"5,0",5,"1,0",3,,0,2,1983,"53914,11$",,,Yes,2023
46,No,,1032.49,,1,4,,847,4,M,3,3, healthcare representative ,1,,"8339,32$",21682.23,7,No,16,"3,0",3,,1,"17,0",3,"3,0",4,,0,3,1977,"8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$8339,32$",,,Yes,2023
30,Yes,,274.13,,3,3,Technical Degree,848,4,F,3,1, research scientist ,1,,"2214,17$",5756.83,5,Yes,11,"3,0",3,,0,"8,0",5,"3,0",5,,0,4,1993,"2214,17$2214,17$2214,17$2214,17$2214,17$2214,17$2214,17$2214,17$2214,17$2214,17$2214,17$2214,17$",,,Yes,2023
29,Yes,,290.04,,1,3,,849,3,M,3,1, research scientist ,3,Single,"2342,59$",6090.75,0,,14,"3,0",4,Part Time,0,,1,"2,0",6,,1,5,1994,"28111,13$",,,No,2023
54,No,,612.86,,3,3,,850,4,F,3,2, sales executive ,1,Married,,12870.0,2,,14,"3,0",4,Full Time,1,"16,0",4,"3,0",6,,0,5,1969,"59400,00$",,,No,2023
33,No,travel_rarely,270.52, Research & Development ,4,4,,851,3,F,2,1, research scientist ,2,Married,"2185,00$",5681.0,6,,21,"4,0",4,Part Time,0,,3,"3,0",3,,1,1,1990,"26220,00$", rESeArCH sCIeNtISt  -  Research & Development ,,Yes,2023
52,No,travel_rarely,331.4,,2,3,,852,3,F,2,1, laboratory technician ,4,Single,"2676,67$",6959.33,7,,15,"3,0",2,Full Time,0,,3,"2,0",2,,2,2,1971,"32120,00$",,,Yes,2023
59,No,travel_rarely,290.04, Human Resources ,6,2,Medical,853,2,M,3,1, human resources ,3,Married,"2342,59$",6090.75,8,,17,"3,0",4,Part Time,0,,2,"2,0",2,,2,2,1964,"28111,13$", humAN resoURCEs  -  Human Resources ,,No,2023
32,Yes,,290.04,,1,3,,854,4,M,2,1, laboratory technician ,3,Single,"2342,59$",6090.75,0,,14,"3,0",4,,0,"4,0",2,"1,0",3,,1,2,1991,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$",,,Yes,2023
39,No,,290.04,,24,4,Medical,855,24,F,3,1, laboratory technician ,3,Divorced,"2342,59$",6090.75,7,No,14,"3,0",3,Part Time,3,"7,0",1,"3,0",3,,1,2,1984,"28111,13$",,,No,2023
32,No,non-travel,556.26,,26,4,Marketing,856,3,M,3,2, sales executive ,4,,"4492,84$",11681.39,0,No,18,"3,0",1,Part Time,0,"4,0",2,"3,0",3,,2,2,1991,"53914,11$",,,Yes,2023
31,No,,1032.49,,3,4,Medical,857,2,M,3,3, research director ,3,Divorced,"8339,32$",21682.23,9,No,12,"3,0",1,Part Time,1,,3,"3,0",2,,2,2,1992,"100071,84$",,,Yes,2023
33,No,travel_rarely,300.34,,5,4,Life Sciences,858,3,F,2,1, research scientist ,4,Married,"2425,83$",6307.17,1,,13,"3,0",3,Full Time,1,"2,0",2,"2,0",2,,0,2,1990,"29110,00$",,,Yes,2023
45,No,,556.26,,23,4,Life Sciences,859,1,M,4,2, manufacturing director ,3,,"4492,84$",11681.39,4,,17,"3,0",4,,1,"9,0",1,"3,0",3,,0,2,1978,"4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$",,,Yes,2023
42,No,,556.26, Research & Development ,17,2,,860,4,F,4,2, research scientist ,1,Single,,11681.39,3,Yes,13,"3,0",3,Part Time,0,,1,"3,0",3,,0,2,1981,"53914,11$", REseARCh scieNTIsT  -  Research & Development ,,Yes,2023
29,No,,715.1,,19,2,Marketing,861,4,M,3,2, sales executive ,4,Divorced,,15017.17,2,No,14,"3,0",4,Full Time,1,,2,"3,0",3,,0,2,1994,"69310,00$",,,No,2023
25,No,travel_rarely,556.26,,1,3,,862,1,F,3,2, manufacturing director ,3,Married,"4492,84$",11681.39,0,No,12,"3,0",4,,2,"5,0",3,"3,0",4,,1,2,1998,"53914,11$",,,No,2023
32,No,,224.51,,2,1,,863,4,M,2,2, laboratory technician ,1,,"1813,33$",4714.67,4,No,13,"3,0",4,Part Time,0,"9,0",5,"3,0",6,,0,4,1991,"21760,00$",,,No,2023
28,No,travel_rarely,290.04,,9,3,,864,4,M,3,1, research scientist ,4,Married,,6090.75,1,No,23,"4,0",4,,1,,3,,5,,0,4,1995,"28111,13$",,,Yes,2023
21,No,travel_rarely,333.25,,3,2,,865,4,M,2,1, research scientist ,3,Single,,6998.33,1,No,17,"3,0",1,Full Time,0,,4,"4,0",3,,1,0,2002,"32300,00$",,,No,2023
37,No,non-travel,1032.49,,1,4,Medical,866,1,F,3,3, research director ,4,Divorced,"8339,32$",21682.23,2,Yes,18,"3,0",1,Part Time,2,,2,"3,0",5,,0,2,1986,"100071,84$",,,No,2023
38,No,travel_rarely,556.26,,23,4,Life Sciences,867,4,M,3,2, healthcare representative ,4,,"4492,84$",11681.39,9,,14,"3,0",2,Part Time,1,,2,"3,0",2,,1,2,1985,"53914,11$",,,No,2023
26,Yes,travel_rarely,290.04,,16,4,Medical,868,1,M,3,1, laboratory technician ,2,Divorced,"2342,59$",6090.75,2,Yes,13,"3,0",4,Part Time,1,,2,"3,0",3,,0,2,1997,"28111,13$",,,No,2023
49,No,,1925.75,,10,4,Life Sciences,869,3,F,3,5, research director ,1,Single,"15554,17$",40440.83,9,Yes,11,"3,0",4,Full Time,0,,4,"3,0",3,,1,2,1974,"186650,00$",,,Yes,2023
31,No,travel_frequently,287.75, Sales ,5,3,,870,4,F,3,1, sales representative ,2,Divorced,,6042.83,1,,11,"3,0",3,Part Time,1,"2,0",5,"2,0",2,,2,2,1992,"27890,00$", SaLeS REPRESENtATIvE  -  Sales ,,Yes,2023
37,No,travel_frequently,290.04,,9,3,Medical,871,2,M,3,1, research scientist ,4,Married,"2342,59$",6090.75,1,,12,"3,0",3,Part Time,3,,3,"2,0",4,,1,2,1986,"28111,13$",,,No,2023
31,No,travel_rarely,290.04, Research & Development ,11,4,,872,11,M,3,1, research scientist ,4,Married,"2342,59$",6090.75,0,,12,"3,0",3,Part Time,1,,4,"3,0",5,,0,3,1992,"28111,13$", ResEArch SciEntiST  -  Research & Development ,,Yes,2023
31,No,travel_rarely,661.35,,2,3,Human Resources,873,1,M,2,2, human resources ,1,,"5341,67$",13888.33,3,No,12,"3,0",4,Full Time,0,,1,"3,0",2,,1,0,1992,"64100,00$",,,No,2023
31,No,,290.04, Research & Development ,2,4,,874,3,M,3,1, research scientist ,4,,"2342,59$",6090.75,0,,18,"3,0",2,Part Time,1,"3,0",2,"1,0",2,,2,2,1992,"28111,13$", ReSEaRCh SCIEnTist  -  Research & Development ,,Yes,2023
52,Yes,,509.79,,17,4,Medical,875,17,M,2,2, research scientist ,2,,"4117,50$",10705.5,2,No,15,,1,Part Time,0,"11,0",3,"2,0",8,,7,7,1971,"49410,00$",,,No,2023
28,Yes,,290.04,,2,4,Medical,876,1,M,1,1, research scientist ,4,Married,"2342,59$",6090.75,5,Yes,13,"3,0",4,,0,,4,"2,0",3,,2,2,1995,"2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$2342,59$",,,Yes,2023
47,No,travel_rarely,1973.98,,5,5,,877,4,M,3,5, research director ,3,Married,,41453.67,4,,11,"3,0",2,Full Time,1,"21,0",2,"3,0",3,,1,1,1976,"191324,62$",,,No,2023
29,No,,410.94,,9,5,Other,878,2,M,2,1, laboratory technician ,4,,"3319,17$",8629.83,0,No,17,"3,0",3,Full Time,0,"4,0",2,,3,,2,2,1994,"39830,00$",,,Yes,2023
37,No,,654.85,,5,2,Medical,879,4,M,3,2, manufacturing director ,4,,"5289,17$",13751.83,7,No,16,"3,0",3,,2,"8,0",2,"2,0",6,,0,4,1986,"5289,17$5289,17$5289,17$5289,17$5289,17$5289,17$5289,17$5289,17$5289,17$5289,17$5289,17$5289,17$",,,Yes,2023
23,No,,299.62,,26,1,,880,3,M,3,1, research scientist ,4,,"2420,00$",6292.0,1,,12,"3,0",3,Full Time,2,,2,"2,0",4,,0,2,2000,"29040,00$",,,No,2023
42,No,travel_rarely,278.16, Human Resources ,2,1,,881,3,M,3,1, human resources ,3,Divorced,"2246,67$",5841.33,0,Yes,11,"3,0",3,,1,"4,0",5,"3,0",3,,1,0,1981,"2246,67$2246,67$2246,67$2246,67$2246,67$2246,67$2246,67$2246,67$2246,67$2246,67$2246,67$2246,67$", hUmAn REsOurCES  -  Human Resources ,,No,2023
30,No,,556.26, Sales ,25,2,,882,4,F,3,2, sales executive ,3,,"4492,84$",11681.39,7,,12,"3,0",2,,1,"4,0",2,"4,0",2,,2,2,1993,"4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$4492,84$", sALeS EXecuTIVe  -  Sales ,,No,2023
21,Yes,,224.3,,31,1,,883,1,F,2,1, sales representative ,2,Single,,4710.33,1,,11,"3,0",3,Part Time,0,"3,0",3,"3,0",3,,1,2,2002,"21740,00$",,,Yes,2023
57,No,travel_rarely,696.94,,1,4,Medical,884,4,M,3,2, healthcare representative ,3,,"5629,17$",14635.83,2,No,11,"3,0",3,,0,,2,"3,0",3,,1,2,1966,"5629,17$5629,17$5629,17$5629,17$5629,17$5629,17$5629,17$5629,17$5629,17$5629,17$5629,17$5629,17$",,,Yes,2023
21,No,,290.04,,9,2,,885,1,M,3,1, sales representative ,4,Single,"2342,59$",6090.75,1,,24,"4,0",3,,0,"3,0",3,"2,0",3,"2,0",2,2,2002,"28111,13$",,,Yes,2023
31,No,travel_rarely,274.13,,9,4,Life Sciences,886,3,M,2,1, research scientist ,2,,"2214,17$",5756.83,0,,16,"3,0",4,Part Time,0,"3,0",5,"3,0",2,,2,2,1992,"26570,00$",,,Yes,2023
29,No,,290.04, Research & Development ,17,3,,887,17,M,3,1, research scientist ,4,,"2342,59$",6090.75,9,No,16,,4,Part Time,0,"6,0",4,"3,0",3,,1,2,1994,"28111,13$", ReseArCh SciENTIsT  -  Research & Development ,,No,2023
27,No,travel_rarely,290.04,,1,2,,888,4,M,3,1, laboratory technician ,2,,"2342,59$",6090.75,1,No,11,"3,0",2,Part Time,1,"5,0",2,"3,0",5,,0,4,1996,"28111,13$",,,Yes,2023
49,No,travel_rarely,1131.31,,7,3,Other,889,2,M,2,3, healthcare representative ,3,Single,"9137,50$",23757.5,8,No,24,"4,0",3,Full Time,0,,2,"3,0",5,,0,0,1974,"109650,00$",,,Yes,2023
36,No,travel_rarely,262.37,,2,3,,890,4,F,3,1, research scientist ,3,Married,,5509.83,4,No,13,"3,0",2,Part Time,1,,3,"3,0",2,,2,2,1987,"25430,00$",,,Yes,2023
34,Yes,non-travel,547.24,,19,3,Marketing,891,1,M,4,2, sales executive ,4,,"4420,00$",11492.0,8,Yes,13,"3,0",2,Part Time,0,,3,"2,0",5,,0,4,1989,"53040,00$",,,Yes,2023
24,No,,556.26,,10,4,Marketing,892,4,F,3,2, sales executive ,3,Divorced,"4492,84$",11681.39,1,Yes,12,"3,0",4,Part Time,1,,2,"4,0",5,,0,3,1999,"53914,11$",,,Yes,2023
42,No,,290.04,,1,4,,893,2,F,3,1, laboratory technician ,1,,,6090.75,3,No,16,"3,0",2,Part Time,1,"8,0",5,"3,0",5,,1,2,1981,"28111,13$",,,Yes,2023
54,No,,2002.21,,5,2,Medical,894,1,M,3,5, research director ,1,Married,"16171,67$",42046.33,4,,11,"3,0",3,Full Time,1,"24,0",4,"2,0",4,,1,2,1969,"194060,00$",,,No,2023
34,No,,674.56,,4,4,,895,3,F,3,2, sales executive ,3,Married,"5448,33$",14165.67,9,No,15,"3,0",1,Full Time,1,,3,"3,0",3,,1,2,1989,"65380,00$",,,Yes,2023
43,No,,232.97,,21,3,,896,4,M,3,1, laboratory technician ,4,,"1881,67$",4892.33,7,,20,"4,0",1,,1,,1,"3,0",3,,1,2,1980,"1881,67$1881,67$1881,67$1881,67$1881,67$1881,67$1881,67$1881,67$1881,67$1881,67$1881,67$1881,67$",,,Yes,2023
43,No,travel_rarely,556.26,,8,4,Other,897,3,F,3,2, healthcare representative ,3,,"4492,84$",11681.39,4,Yes,14,"3,0",4,Part Time,0,,3,"3,0",5,,0,2,1980,"53914,11$",,,Yes,2023
31,No,travel_rarely,228.84,,1,2,,898,4,M,2,1, laboratory technician ,1,Married,,4805.67,1,No,12,"3,0",3,Part Time,1,"4,0",3,,4,,3,2,1992,"22180,00$",,,No,2023
